uf,city,estimated_population
RS,Três Palmeiras,4271
RS,Três Passos,23906
RS,Trindade do Sul,5802
RS,Triunfo,29538
RS,Tucunduva,5678
RS,Tunas,4569
RS,Tupanci do Sul,1472
RS,Tupanciretã,23948
RS,Tupandi,4855
RS,Tuparendi,7893
RS,Turuçu,3438
RS,Ubiretama,2015
RS,União da Serra,1154
RS,Unistalda,2338
RS,Uruguaiana,126970
RS,Vacaria,66218
RS,Vale Verde,3497
RS,Vale do Sol,11781
RS,Vale Real,5913
RS,Vanini,2113
RS,Venâncio Aires,71554
RS,Vera Cruz,26863
RS,Veranópolis,26241
RS,Vespasiano Corrêa,1815
RS,Viadutos,4756
RS,Viamão,255224
RS,Vicente Dutra,4670
RS,Victor Graeff,2882
RS,Vila Flores,3385
RS,Vila Lângaro,2091
RS,Vila Maria,4358
RS,Vila Nova do Sul,4280
RS,Vista Alegre,2752
RS,Vista Alegre do Prata,1561
RS,Vista Gaúcha,2851
RS,Vitória das Missões,3133
RS,Westfália,3014
RS,Xangri-lá,16408
MS,Água Clara,15522
MS,Alcinópolis,5343
MS,Amambai,39396
MS,Anastácio,25135
MS,Anaurilândia,9035
MS,Angélica,10780
MS,Antônio João,8956
MS,Aparecida do Taboado,25745
MS,Aquidauana,47871
MS,Aral Moreira,12149
MS,Bandeirantes,6788
MS,Bataguassu,23024
MS,Batayporã,11329
MS,Bela Vista,24629
MS,Bodoquena,7875
MS,Bonito,21976
MS,Brasilândia,11872
MS,Caarapó,30174
MS,Camapuã,13711
MS,Campo Grande,895982
MS,Caracol,6116
MS,Cassilândia,21939
MS,Chapadão do Sul,25218
MS,Corguinho,5947
MS,Coronel Sapucaia,15253
MS,Corumbá,111435
MS,Costa Rica,20823
MS,Coxim,33543
MS,Deodápolis,12924
MS,Dois Irmãos do Buriti,11385
MS,Douradina,5924
MS,Dourados,222949
MS,Eldorado,12353
MS,Fátima do Sul,19189
MS,Figueirão,3051
MS,Glória de Dourados,9965
MS,Guia Lopes da Laguna,9895
MS,Iguatemi,16078
MS,Inocência,7610
MS,Itaporã,24839
MS,Itaquiraí,21142
MS,Ivinhema,23187
MS,Japorã,9110
MS,Jaraguari,7187
MS,Jardim,26097
MS,Jateí,4027
MS,Juti,6712
MS,Ladário,23331
MS,Laguna Carapã,7341
MS,Maracaju,47083
MS,Miranda,28013
MS,Mundo Novo,18366
MS,Naviraí,54878
MS,Nioaque,13930
MS,Nova Alvorada do Sul,21882
MS,Nova Andradina,54374
MS,Novo Horizonte do Sul,3814
MS,Paraíso das Águas,5555
MS,Paranaíba,42148
MS,Paranhos,14228
MS,Pedro Gomes,7674
MS,Ponta Porã,92526
MS,Porto Murtinho,17131
MS,Ribas do Rio Pardo,24615
MS,Rio Brilhante,37514
MS,Rio Negro,4831
MS,Rio Verde de Mato Grosso,19746
MS,Rochedo,5499
MS,Santa Rita do Pardo,7851
MS,São Gabriel do Oeste,26771
MS,Sete Quedas,10791
MS,Selvíria,6529
MS,Sidrolândia,57665
MS,Sonora,19274
MS,Tacuru,11552
MS,Taquarussu,3588
MS,Terenos,21806
MS,Três Lagoas,121388
MS,Vicentina,6102
MT,Acorizal,5399
MT,Água Boa,25721
MT,Alta Floresta,51782
MT,Alto Araguaia,19044
MT,Alto Boa Vista,6822
MT,Alto Garças,12030
MT,Alto Paraguai,11356
MT,Alto Taquari,10847
MT,Apiacás,10133
MT,Araguaiana,3100
MT,Araguainha,935
MT,Araputanga,16822
MT,Arenápolis,9607
MT,Aripuanã,22354
MT,Barão de Melgaço,8564
MT,Barra do Bugres,34966
MT,Barra do Garças,61012
MT,Bom Jesus do Araguaia,6580
MT,Brasnorte,19695
MT,Cáceres,94376
MT,Campinápolis,15980
MT,Campo Novo do Parecis,35360
MT,Campo Verde,44041
MT,Campos de Júlio,6891
MT,Canabrava do Norte,4743
MT,Canarana,21579
MT,Carlinda,10305
MT,Castanheira,8729
MT,Chapada dos Guimarães,19752
MT,Cláudia,12149
MT,Cocalinho,5700
MT,Colíder,33438
MT,Colniza,38582
MT,Comodoro,20763
MT,Confresa,30933
MT,Conquista D'Oeste,4038
MT,Cotriguaçu,19750
MT,Cuiabá,612547
MT,Curvelândia,5219
MT,Denise,9462
MT,Diamantino,22041
MT,Dom Aquino,8178
MT,Feliz Natal,14192
MT,Figueirópolis D'Oeste,3494
MT,Gaúcha do Norte,7648
MT,General Carneiro,5540
MT,Glória D'Oeste,3026
MT,Guarantã do Norte,35816
MT,Guiratinga,15141
MT,Indiavaí,2752
MT,Ipiranga do Norte,7667
MT,Itanhangá,6737
MT,Itaúba,3802
MT,Itiquira,13345
MT,Jaciara,27776
MT,Jangada,8409
MT,Jauru,8793
MT,Juara,34974
MT,Juína,40997
MT,Juruena,15865
MT,Juscimeira,11221
MT,Lambari D'Oeste,6121
MT,Lucas do Rio Verde,65534
MT,Luciara,2077
MT,Vila Bela da Santíssima Trindade,16128
MT,Marcelândia,10499
MT,Matupá,16566
MT,Mirassol d'Oeste,27739
MT,Nobres,15336
MT,Nortelândia,5989
MT,Nossa Senhora do Livramento,13216
MT,Nova Bandeirantes,15288
MT,Nova Nazaré,3849
MT,Nova Lacerda,6640
MT,Nova Santa Helena,3718
MT,Nova Brasilândia,3829
MT,Nova Canaã do Norte,12787
MT,Nova Mutum,45378
MT,Nova Olímpia,20301
MT,Nova Ubiratã,11982
MT,Nova Xavantina,21374
MT,Novo Mundo,9178
MT,Novo Horizonte do Norte,4004
MT,Novo São Joaquim,5074
MT,Paranaíta,11225
MT,Paranatinga,22563
MT,Novo Santo Antônio,2640
MT,Pedra Preta,17626
MT,Peixoto de Azevedo,34976
MT,Planalto da Serra,2662
MT,Poconé,32843
MT,Pontal do Araguaia,6711
MT,Ponte Branca,1576
MT,Pontes e Lacerda,45436
MT,Porto Alegre do Norte,12517
MT,Porto dos Gaúchos,5410
MT,Porto Esperidião,12017
MT,Porto Estrela,2963
MT,Poxoréu,16219
MT,Primavera do Leste,62019
MT,Querência,17479
MT,São José dos Quatro Marcos,18906
MT,Reserva do Cabaçal,2732
MT,Ribeirão Cascalheira,10206
MT,Ribeirãozinho,2405
MT,Rio Branco,5156
MT,Santa Carmem,4525
MT,Santo Afonso,3146
MT,São José do Povo,4063
MT,São José do Rio Claro,20664
MT,São José do Xingu,5595
MT,São Pedro da Cipa,4727
MT,Rondolândia,4001
MT,Rondonópolis,232491
MT,Rosário Oeste,17151
MT,Santa Cruz do Xingu,2564
MT,Salto do Céu,3365
MT,Santa Rita do Trivelato,3429
MT,Santa Terezinha,8371
MT,Santo Antônio do Leste,5174
MT,Santo Antônio do Leverger,16628
MT,São Félix do Araguaia,11708
MT,Sapezal,25881
MT,Serra Nova Dourada,1650
MT,Sinop,142996
MT,Sorriso,90313
MT,Tabaporã,9489
MT,Tangará da Serra,103750
MT,Tapurah,13705
MT,Terra Nova do Norte,9667
MT,Tesouro,3805
MT,Torixoréu,3609
MT,União do Sul,3525
MT,Vale de São Domingos,3127
MT,Várzea Grande,284971
MT,Vera,11309
MT,Vila Rica,26037
MT,Nova Guarita,4519
MT,Nova Marilândia,3278
MT,Nova Maringá,8641
MT,Nova Monte Verde,9178
GO,Abadia de Goiás,8773
GO,Abadiânia,20042
GO,Acreúna,22366
GO,Adelândia,2516
GO,Água Fria de Goiás,5735
GO,Água Limpa,1850
GO,Águas Lindas de Goiás,212440
GO,Alexânia,27653
GO,Aloândia,1995
GO,Alto Horizonte,6414
GO,Alto Paraíso de Goiás,7624
GO,Alvorada do Norte,8660
GO,Amaralina,3812
GO,Americano do Brasil,6111
GO,Amorinópolis,3126
GO,Anápolis,386923
GO,Anhanguera,1149
GO,Anicuns,21850
GO,Aparecida de Goiânia,578179
GO,Aparecida do Rio Doce,2474
GO,Aporé,4198
GO,Araçu,3522
GO,Aragarças,20118
GO,Aragoiânia,10308
GO,Araguapaz,7770
GO,Arenópolis,2612
GO,Aruanã,9875
GO,Aurilândia,3120
GO,Avelinópolis,2417
GO,Baliza,5138
GO,Barro Alto,11167
GO,Bela Vista de Goiás,29975
GO,Bom Jardim de Goiás,8841
GO,Bom Jesus de Goiás,25216
GO,Bonfinópolis,9706
GO,Bonópolis,4405
GO,Brazabrantes,3703
GO,Britânia,5779
GO,Buriti Alegre,9459
GO,Buriti de Goiás,2488
GO,Buritinópolis,3292
GO,Cabeceiras,7993
GO,Cachoeira Alta,12484
GO,Cachoeira de Goiás,1351
GO,Cachoeira Dourada,8067
GO,Caçu,16009
GO,Caiapônia,18913
GO,Caldas Novas,91162
GO,Caldazinha,3804
GO,Campestre de Goiás,3630
GO,Campinaçu,3640
GO,Campinorte,12626
GO,Campo Alegre de Goiás,7589
GO,Campo Limpo de Goiás,7789
GO,Campos Belos,19887
GO,Campos Verdes,2141
GO,Carmo do Rio Verde,10082
GO,Castelândia,3435
GO,Catalão,108823
GO,Caturaí,5070
GO,Cavalcante,9709
GO,Ceres,22191
GO,Cezarina,8606
GO,Chapadão do Céu,10167
GO,Cidade Ocidental,71376
GO,Cocalzinho de Goiás,20240
GO,Colinas do Sul,3382
GO,Córrego do Ouro,2327
GO,Corumbá de Goiás,11110
GO,Corumbaíba,9723
GO,Cristalina,58997
GO,Cristianópolis,2966
GO,Crixás,16949
GO,Cromínia,3486
GO,Cumari,2854
GO,Damianópolis,3311
GO,Damolândia,2938
GO,Davinópolis,2094
GO,Diorama,2484
GO,Doverlândia,7322
GO,Edealina,3699
GO,Edéia,12372
GO,Estrela do Norte,3275
GO,Faina,6627
GO,Fazenda Nova,5637
GO,Firminópolis,13292
GO,Flores de Goiás,16557
GO,Formosa,121617
GO,Formoso,4248
GO,Gameleira de Goiás,3818
GO,Divinópolis de Goiás,4804
GO,Goianápolis,11231
GO,Goiandira,5600
GO,Goianésia,70084
GO,Goiânia,1516113
GO,Goianira,44289
GO,Goiás,22645
GO,Goiatuba,34095
GO,Gouvelândia,5898
GO,Guapó,14209
GO,Guaraíta,1996
GO,Guarani de Goiás,3893
GO,Guarinos,1794
GO,Heitoraí,3724
GO,Hidrolândia,21706
GO,Hidrolina,3564
GO,Iaciara,13947
GO,Inaciolândia,6194
GO,Indiara,15611
GO,Inhumas,52866
GO,Ipameri,26985
GO,Ipiranga de Goiás,2893
GO,Iporá,31531
GO,Israelândia,2800
GO,Itaberaí,42900
GO,Itaguari,4676
GO,Itaguaru,5237
GO,Itajá,4539
GO,Itapaci,22981
GO,Itapirapuã,4997
GO,Itapuranga,25768
GO,Itarumã,7178
GO,Itauçu,8938
GO,Itumbiara,104742
GO,Ivolândia,2370
GO,Jandaia,6048
GO,Jaraguá,50511
GO,Jataí,100882
GO,Jaupaci,2879
GO,Jesúpolis,2490
GO,Joviânia,7387
GO,Jussara,18478
GO,Lagoa Santa,1588
GO,Leopoldo de Bulhões,7647
GO,Luziânia,208299
GO,Mairipotaba,2368
GO,Mambaí,8882
GO,Mara Rosa,9503
GO,Marzagão,2236
GO,Matrinchã,4351
GO,Maurilândia,14080
GO,Mimoso de Goiás,2597
GO,Minaçu,29070
GO,Mineiros,66801
GO,Moiporá,1529
GO,Monte Alegre de Goiás,8606
GO,Montes Claros de Goiás,8055
GO,Montividiu,13396
GO,Montividiu do Norte,4479
GO,Morrinhos,46136
GO,Morro Agudo de Goiás,2248
GO,Mossâmedes,4290
GO,Mozarlândia,15659
GO,Mundo Novo,4887
GO,Mutunópolis,3778
GO,Nazário,9142
GO,Nerópolis,29850
GO,Niquelândia,46388
GO,Nova América,2352
GO,Nova Aurora,2210
GO,Nova Crixás,12869
GO,Nova Glória,8164
GO,Nova Iguaçu de Goiás,2929
GO,Nova Roma,3264
GO,Nova Veneza,9853
GO,Novo Brasil,2913
GO,Novo Gama,115711
GO,Novo Planalto,4495
GO,Orizona,15615
GO,Ouro Verde de Goiás,3759
GO,Ouvidor,6667
GO,Padre Bernardo,33835
GO,Palestina de Goiás,3464
GO,Palmeiras de Goiás,28858
GO,Palmelo,2381
GO,Palminópolis,3585
GO,Panamá,2615
GO,Paranaiguara,10057
GO,Paraúna,10988
GO,Perolândia,3129
GO,Petrolina de Goiás,10281
GO,Pilar de Goiás,2253
GO,Piracanjuba,24524
GO,Piranhas,10385
GO,Pirenópolis,24908
GO,Pires do Rio,31458
GO,Planaltina,89918
GO,Pontalina,17819
GO,Porangatu,45394
GO,Porteirão,3881
GO,Portelândia,4011
GO,Posse,36900
GO,Professor Jamil,3223
GO,Quirinópolis,50065
GO,Rialma,10918
GO,Rianápolis,4801
GO,Rio Quente,4493
GO,Rio Verde,235647
GO,Rubiataba,19882
GO,Sanclerlândia,7637
GO,Santa Bárbara de Goiás,6560
GO,Santa Cruz de Goiás,2855
GO,Santa Fé de Goiás,5459
GO,Santa Helena de Goiás,38648
GO,Santa Isabel,3809
GO,Santa Rita do Araguaia,8756
GO,Santa Rita do Novo Destino,3343
GO,Santa Rosa de Goiás,2319
GO,Santa Tereza de Goiás,3355
GO,Santa Terezinha de Goiás,8744
GO,Santo Antônio da Barra,4821
GO,Santo Antônio de Goiás,6283
GO,Santo Antônio do Descoberto,74744
GO,São Domingos,12949
GO,São Francisco de Goiás,6264
GO,São João d'Aliança,13740
GO,São João da Paraúna,1381
GO,São Luís de Montes Belos,33817
GO,São Luiz do Norte,5167
GO,São Miguel do Araguaia,21993
GO,São Miguel do Passa Quatro,4057
GO,São Patrício,2036
GO,São Simão,20645
GO,Senador Canedo,115371
GO,Serranópolis,8544
GO,Silvânia,20695
GO,Simolândia,6856
GO,Sítio d'Abadia,2989
GO,Taquaral de Goiás,3529
GO,Teresina de Goiás,3458
GO,Terezópolis de Goiás,8043
GO,Três Ranchos,2833
GO,Trindade,127599
GO,Trombas,3500
GO,Turvânia,4598
GO,Turvelândia,5281
GO,Uirapuru,2854
GO,Uruaçu,40532
GO,Uruana,13843
GO,Urutaí,3072
GO,Valparaíso de Goiás,168468
GO,Varjão,3827
GO,Vianópolis,13863
GO,Vicentinópolis,8743
GO,Vila Boa,6171
GO,Vila Propício,5821
DF,Brasília,3015268
